loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,applicant_age
272,5,Graduate,No,23500000.0,97650000.0,20,720,1100000,200000,29500000,10400000,Approved,65
273,3,Graduate,No,22000000.0,71400000.0,20,333,3200000,11400000,28200000,11800000,Rejected,43
274,1,Graduate,Yes,14750000.0,58450000.0,20,300,5800000,8800000,19100000,5300000,Rejected,41
275,3,Graduate,Yes,4250000.0,17150000.0,20,441,4700000,1000000,4300000,1400000,Approved,61
276,1,Not Graduate,No,17500000.0,80500000.0,20,736,14000000,3700000,26700000,3600000,Approved,61
277,4,Not Graduate,No,4250000.0,14000000.0,20,679,0,1600000,5200000,1700000,Approved,67
278,0,Not Graduate,No,3750000.0,17150000.0,20,501,1600000,2800000,4600000,800000,Approved,63
279,4,Not Graduate,No,5000000.0,16450000.0,20,583,3700000,3700000,7000000,2800000,Approved,47
280,5,Graduate,Yes,9750000.0,54250000.0,20,300,9500000,5400000,7900000,4600000,Rejected,48
281,1,Graduate,Yes,2250000.0,12600000.0,20,563,1300000,1000000,1800000,1200000,Approved,46
282,1,Graduate,No,17250000.0,78750000.0,20,300,800000,8400000,16900000,6300000,Rejected,50
283,0,Graduate,Yes,7000000.0,27300000.0,20,300,7800000,2500000,7100000,3400000,Rejected,45
284,3,Graduate,Yes,17000000.0,69650000.0,20,366,16000000,6000000,26000000,8500000,Rejected,47
285,4,Not Graduate,Yes,1500000.0,6300000.0,20,300,1700000,700000,1800000,800000,Rejected,66
286,1,Not Graduate,No,11750000.0,49000000.0,20,318,11300000,1800000,10600000,4600000,Rejected,43
287,5,Graduate,Yes,7500000.0,41300000.0,20,522,8700000,3600000,9800000,4100000,Approved,60
288,5,Not Graduate,No,10000000.0,48650000.0,20,380,6000000,5600000,12500000,6000000,Rejected,41
289,1,Not Graduate,Yes,7750000.0,39550000.0,20,674,3700000,6000000,11000000,4400000,Approved,53
290,1,Not Graduate,Yes,19250000.0,89250000.0,20,399,18100000,10600000,20500000,7000000,Rejected,55
291,5,Not Graduate,Yes,10750000.0,32550000.0,20,300,2100000,6700000,10000000,4100000,Rejected,51
292,1,Graduate,Yes,14500000.0,68250000.0,20,300,13800000,5000000,15600000,3300000,Rejected,54
293,3,Graduate,Yes,9000000.0,37450000.0,20,300,2300000,1600000,13100000,5200000,Rejected,66
294,0,Not Graduate,Yes,7250000.0,26600000.0,20,300,8000000,5600000,9600000,3100000,Rejected,56
295,0,Graduate,No,22000000.0,70700000.0,20,300,16000000,4200000,30500000,12400000,Rejected,64
296,1,Not Graduate,Yes,750000.0,3500000.0,20,300,400000,500000,900000,100000,Rejected,41
297,5,Not Graduate,Yes,21500000.0,101150000.0,20,366,9900000,1800000,30200000,6800000,Rejected,43
298,2,Not Graduate,Yes,8750000.0,42000000.0,20,326,1100000,6800000,12400000,2900000,Rejected,40
299,5,Graduate,No,2000000.0,9100000.0,20,410,100000,200000,3000000,1000000,Approved,62
300,2,Graduate,No,20000000.0,94850000.0,20,524,14400000,400000,25300000,6400000,Approved,63
301,0,Not Graduate,Yes,24750000.0,133700000.0,20,423,17200000,10000000,20100000,5900000,Approved,45
302,2,Not Graduate,No,8250000.0,23100000.0,20,300,6300000,2000000,8900000,2700000,Rejected,55
303,4,Graduate,Yes,5000000.0,23450000.0,20,483,100000,800000,4800000,2000000,Approved,69
304,3,Not Graduate,No,12250000.0,45150000.0,20,727,1800000,7000000,17900000,3300000,Approved,55
305,5,Not Graduate,Yes,23000000.0,82600000.0,20,506,1400000,11200000,36400000,4900000,Approved,45
306,0,Not Graduate,No,18750000.0,63700000.0,20,632,7400000,12000000,19800000,4100000,Approved,66
307,5,Not Graduate,No,22500000.0,102550000.0,20,381,10400000,9500000,35500000,5800000,Approved,50
308,3,Not Graduate,No,3500000.0,14350000.0,20,305,3000000,1400000,2900000,2100000,Rejected,61
309,3,Graduate,No,24000000.0,69650000.0,20,302,4200000,16200000,28500000,6600000,Rejected,45
310,2,Graduate,No,21000000.0,116200000.0,20,324,19600000,15000000,25400000,11500000,Rejected,50
311,3,Not Graduate,No,16000000.0,85400000.0,20,333,7800000,2400000,19100000,4500000,Approved,49
312,4,Graduate,No,14750000.0,58800000.0,20,331,6900000,11400000,19500000,3300000,Rejected,43
313,2,Graduate,Yes,5500000.0,17850000.0,20,709,3800000,1200000,6400000,3100000,Approved,46
314,4,Graduate,Yes,14000000.0,49350000.0,20,546,9000000,9200000,16500000,6800000,Approved,54
315,4,Not Graduate,No,24500000.0,100450000.0,20,628,16600000,7400000,29700000,11100000,Approved,56
316,4,Graduate,No,11000000.0,51100000.0,20,349,1300000,6500000,16100000,5700000,Approved,53
317,2,Not Graduate,Yes,6000000.0,17150000.0,20,738,6400000,4300000,5100000,3400000,Approved,61
318,1,Graduate,No,11000000.0,37800000.0,20,524,9600000,2700000,17200000,5300000,Approved,45
319,4,Graduate,No,9250000.0,46200000.0,20,652,9800000,2400000,12500000,4300000,Approved,59
320,4,Not Graduate,Yes,5750000.0,27300000.0,20,390,1500000,3400000,4700000,2800000,Rejected,45
321,4,Graduate,Yes,14750000.0,68600000.0,20,576,17400000,6800000,20100000,8000000,Approved,58
322,4,Not Graduate,Yes,16000000.0,82250000.0,20,335,7300000,2700000,23600000,3900000,Approved,65
323,4,Graduate,Yes,12250000.0,59850000.0,20,462,1300000,7000000,19500000,5000000,Approved,62
324,3,Not Graduate,Yes,23750000.0,84700000.0,20,729,3100000,17200000,26400000,12700000,Approved,47
325,2,Not Graduate,No,14250000.0,57400000.0,20,558,3700000,800000,15000000,4400000,Approved,43
326,2,Not Graduate,Yes,6750000.0,19950000.0,20,700,3500000,5000000,10500000,3900000,Approved,57
327,2,Not Graduate,Yes,9750000.0,39550000.0,20,366,3100000,0,10400000,4600000,Rejected,68
328,0,Not Graduate,No,19500000.0,100800000.0,20,315,4700000,7500000,28800000,7400000,Rejected,41
329,0,Graduate,No,2750000.0,11200000.0,20,566,1800000,1400000,3600000,1500000,Approved,41
330,4,Not Graduate,No,500000.0,2100000.0,20,300,0,100000,400000,0,Rejected,53
331,0,Not Graduate,Yes,11750000.0,37100000.0,20,362,8400000,4000000,12300000,7000000,Rejected,63
332,3,Not Graduate,Yes,20500000.0,72100000.0,20,300,16100000,11400000,29100000,6100000,Rejected,62
333,2,Not Graduate,Yes,11500000.0,64400000.0,20,405,7700000,2400000,14200000,4200000,Approved,44
334,5,Not Graduate,No,4500000.0,24500000.0,20,316,2600000,2100000,6000000,1900000,Rejected,65
335,3,Graduate,Yes,8000000.0,30100000.0,20,300,3900000,1800000,7100000,4700000,Rejected,65
336,4,Not Graduate,Yes,13750000.0,70000000.0,20,443,15100000,2700000,19900000,4900000,Approved,61
337,3,Graduate,No,19750000.0,64050000.0,20,581,4200000,3400000,22200000,8400000,Approved,68
338,1,Graduate,Yes,10000000.0,35350000.0,20,301,7000000,3900000,14300000,3900000,Rejected,55
339,3,Not Graduate,Yes,17000000.0,59150000.0,20,478,3600000,900000,15600000,4900000,Approved,48
340,1,Not Graduate,No,6750000.0,32900000.0,20,554,5300000,2300000,6400000,2400000,Approved,42
341,2,Not Graduate,No,17000000.0,82250000.0,20,300,19300000,11800000,14300000,8500000,Rejected,65
342,5,Graduate,No,21500000.0,73500000.0,20,315,11700000,14900000,19500000,9900000,Rejected,46
343,4,Graduate,No,20000000.0,105350000.0,20,300,11900000,13800000,18800000,11500000,Approved,41
344,1,Graduate,Yes,9250000.0,44100000.0,20,300,5400000,1100000,14200000,4400000,Rejected,58
345,0,Graduate,No,6500000.0,17850000.0,20,528,500000,1200000,6000000,3100000,Approved,42
346,4,Graduate,No,10500000.0,58800000.0,20,300,9600000,3800000,14800000,5900000,Rejected,46
347,5,Graduate,Yes,20000000.0,98000000.0,20,300,18500000,1500000,17400000,3900000,Rejected,62
348,1,Not Graduate,No,17750000.0,82250000.0,20,618,6400000,12100000,22400000,7300000,Approved,60
349,0,Not Graduate,No,5000000.0,24500000.0,20,516,0,1200000,4300000,1400000,Rejected,49
350,4,Not Graduate,Yes,14500000.0,46550000.0,20,592,16100000,9300000,16300000,7000000,Approved,50
351,3,Not Graduate,Yes,16750000.0,55300000.0,20,300,10500000,7600000,14100000,9100000,Rejected,49
352,2,Graduate,No,18250000.0,100450000.0,20,484,5900000,3800000,21200000,10800000,Approved,55
353,4,Not Graduate,No,8250000.0,33950000.0,20,632,2500000,0,10400000,2200000,Approved,40
354,0,Graduate,No,7500000.0,24500000.0,20,631,7200000,600000,11700000,2700000,Approved,65
355,4,Not Graduate,No,19750000.0,60200000.0,20,300,14200000,9500000,23200000,9000000,Rejected,40
356,5,Not Graduate,No,19000000.0,84350000.0,20,571,21900000,11500000,22900000,7200000,Approved,61
357,5,Not Graduate,No,9250000.0,34300000.0,20,413,9500000,5100000,11200000,3000000,Approved,68
358,2,Not Graduate,No,21000000.0,92050000.0,20,300,22900000,7900000,29200000,6200000,Approved,47
359,0,Graduate,Yes,20500000.0,72800000.0,20,300,3800000,100000,26100000,5200000,Rejected,47
360,0,Not Graduate,No,7250000.0,33250000.0,20,735,4300000,2300000,6500000,3500000,Approved,60
361,1,Not Graduate,Yes,24750000.0,134400000.0,20,446,10000000,9300000,36500000,6800000,Approved,60
362,0,Graduate,No,11000000.0,49350000.0,20,300,3300000,1300000,8800000,6200000,Approved,47
363,1,Not Graduate,Yes,22500000.0,112700000.0,20,318,4500000,16400000,28600000,10900000,Rejected,51
364,3,Not Graduate,Yes,17000000.0,94150000.0,20,668,14700000,10400000,26300000,7300000,Approved,44
365,2,Not Graduate,No,21750000.0,98000000.0,20,393,16900000,6000000,22900000,6700000,Rejected,60
366,3,Graduate,No,23500000.0,76650000.0,20,535,8100000,5600000,34500000,5000000,Approved,58
367,3,Not Graduate,Yes,15000000.0,43750000.0,20,701,14600000,5000000,16800000,5000000,Approved,65
368,1,Not Graduate,Yes,23500000.0,104300000.0,20,300,24100000,18500000,30900000,11700000,Rejected,46
369,0,Not Graduate,Yes,2500000.0,14000000.0,20,470,2400000,1300000,3700000,1100000,Approved,55
370,3,Graduate,Yes,2250000.0,8050000.0,20,461,600000,1500000,1900000,500000,Approved,50
371,4,Not Graduate,No,5250000.0,26950000.0,20,617,1200000,1700000,6900000,1300000,Approved,50
372,5,Graduate,Yes,2750000.0,11200000.0,20,442,3200000,700000,3500000,500000,Approved,47
373,0,Graduate,Yes,1500000.0,8050000.0,20,300,1600000,800000,2300000,700000,Approved,42
374,4,Not Graduate,Yes,23000000.0,89250000.0,20,750,9400000,10500000,27400000,12800000,Approved,51
375,2,Not Graduate,Yes,9000000.0,44800000.0,20,664,8600000,4100000,10300000,4100000,Approved,56
376,5,Not Graduate,Yes,3250000.0,17500000.0,20,605,2100000,2200000,4800000,1900000,Approved,58
377,5,Graduate,Yes,19250000.0,58800000.0,20,434,8600000,4800000,23400000,8000000,Approved,50
378,4,Graduate,Yes,23750000.0,82250000.0,20,300,22900000,6700000,25100000,7300000,Rejected,54
379,2,Not Graduate,Yes,12500000.0,61600000.0,20,315,6200000,5200000,16500000,5200000,Rejected,44
380,0,Not Graduate,No,1250000.0,6300000.0,20,381,1300000,500000,1900000,700000,Approved,57
381,1,Graduate,Yes,20750000.0,112350000.0,20,664,18500000,2700000,28900000,7500000,Approved,65
382,0,Graduate,No,13250000.0,62650000.0,20,528,4700000,3900000,14400000,3600000,Approved,41
383,2,Not Graduate,Yes,23250000.0,101500000.0,20,505,7900000,6800000,29900000,4900000,Approved,67
384,3,Not Graduate,No,5750000.0,25900000.0,20,532,6500000,2400000,7600000,2100000,Approved,56
385,1,Not Graduate,No,1000000.0,4550000.0,20,545,200000,500000,800000,100000,Approved,55
386,3,Not Graduate,No,8000000.0,37800000.0,20,683,2600000,1000000,8700000,2600000,Approved,69
387,5,Not Graduate,Yes,23500000.0,123550000.0,20,300,4100000,12500000,37000000,12900000,Rejected,59
388,1,Graduate,No,5750000.0,23100000.0,20,300,5900000,200000,6000000,2200000,Rejected,41
389,5,Not Graduate,No,10750000.0,50750000.0,20,300,12500000,4300000,12500000,5100000,Rejected,64
390,0,Graduate,Yes,15500000.0,78400000.0,20,723,15700000,6600000,15800000,8200000,Approved,55
391,0,Not Graduate,Yes,18000000.0,69300000.0,20,508,12700000,8100000,25000000,7300000,Approved,64
392,5,Graduate,Yes,6000000.0,30450000.0,20,727,2800000,2900000,7100000,1100000,Approved,55
393,3,Not Graduate,No,7250000.0,22050000.0,20,498,3400000,3400000,7600000,1400000,Approved,47
394,1,Graduate,No,3500000.0,18200000.0,20,580,2900000,0,3700000,700000,Approved,53
395,4,Not Graduate,Yes,5500000.0,28700000.0,20,587,5800000,2800000,8200000,1400000,Approved,58
396,2,Graduate,Yes,2000000.0,11200000.0,20,434,0,200000,2100000,700000,Rejected,53
397,0,Graduate,No,1500000.0,5950000.0,20,471,400000,400000,2000000,200000,Approved,65
398,4,Graduate,Yes,1750000.0,9450000.0,20,433,1100000,1200000,1400000,300000,Approved,59
399,2,Not Graduate,No,21000000.0,90650000.0,20,471,8600000,13400000,33500000,4200000,Approved,53
400,2,Not Graduate,No,17750000.0,75250000.0,20,460,5800000,12100000,14200000,9300000,Approved,68
401,4,Graduate,No,13500000.0,54950000.0,20,302,13700000,2600000,16500000,6600000,Rejected,46
402,5,Graduate,No,9250000.0,25550000.0,20,300,9300000,100000,13900000,5300000,Rejected,46
403,3,Graduate,Yes,13000000.0,53200000.0,20,500,1300000,5700000,13500000,4100000,Approved,43
404,4,Not Graduate,Yes,500000.0,2450000.0,20,522,200000,200000,300000,300000,Approved,53
405,3,Graduate,No,1250000.0,3500000.0,20,351,800000,800000,900000,200000,Rejected,51
406,2,Not Graduate,Yes,4500000.0,19950000.0,20,659,1200000,1900000,6300000,2400000,Approved,54
407,5,Graduate,Yes,23000000.0,102900000.0,20,300,18000000,5900000,33800000,5400000,Rejected,61
408,4,Not Graduate,No,2250000.0,11550000.0,20,499,0,400000,1800000,1200000,Approved,57
409,3,Not Graduate,No,18750000.0,99050000.0,20,300,9200000,11300000,22700000,7000000,Rejected,65
410,5,Not Graduate,No,7500000.0,41300000.0,20,697,8200000,2200000,7100000,2300000,Approved,59
411,5,Graduate,No,17750000.0,66150000.0,20,300,10700000,1100000,19800000,8500000,Rejected,40
412,1,Graduate,Yes,8750000.0,25200000.0,20,715,4100000,3200000,11900000,4200000,Approved,61
413,4,Not Graduate,No,12250000.0,65800000.0,20,730,4200000,4700000,13200000,2600000,Approved,44
414,1,Graduate,No,10250000.0,29400000.0,20,458,1400000,8000000,10000000,4400000,Approved,53
415,0,Graduate,Yes,2000000.0,7350000.0,20,610,300000,100000,1600000,600000,Approved,57
416,3,Graduate,Yes,4250000.0,16100000.0,20,300,1500000,1300000,5200000,1700000,Rejected,62
417,0,Graduate,Yes,15250000.0,81550000.0,20,328,3800000,2300000,17700000,4900000,Rejected,64
418,1,Graduate,Yes,5250000.0,26950000.0,20,300,5000000,500000,4700000,2300000,Rejected,40
419,0,Graduate,No,7750000.0,32550000.0,20,513,1300000,1400000,8100000,3800000,Approved,63
420,2,Not Graduate,Yes,4250000.0,12250000.0,20,543,2200000,1400000,4800000,1700000,Approved,59
421,3,Graduate,No,4250000.0,18900000.0,20,560,4800000,700000,5800000,1700000,Approved,51
422,4,Not Graduate,Yes,10000000.0,50750000.0,20,561,2400000,5700000,10900000,4100000,Approved,55
423,5,Graduate,No,14000000.0,64400000.0,20,300,11300000,6700000,11300000,5600000,Rejected,51
424,4,Graduate,Yes,9750000.0,41650000.0,20,705,10200000,4000000,10200000,2800000,Approved,46
425,4,Graduate,Yes,15250000.0,53550000.0,20,423,1100000,9900000,13300000,8400000,Approved,52
426,0,Graduate,Yes,2750000.0,9800000.0,20,300,500000,300000,4300000,1400000,Rejected,44
427,2,Graduate,No,13750000.0,51800000.0,20,300,13000000,4500000,12600000,4500000,Rejected,66
428,4,Graduate,Yes,2750000.0,12600000.0,20,561,2500000,500000,3600000,600000,Approved,41
429,4,Not Graduate,Yes,1000000.0,3150000.0,20,621,1000000,500000,1600000,500000,Approved,59
430,3,Graduate,No,23000000.0,127400000.0,20,519,3100000,12700000,30900000,12300000,Approved,69
431,4,Not Graduate,Yes,23250000.0,96250000.0,20,300,21500000,500000,34900000,6600000,Rejected,47
432,1,Graduate,No,2750000.0,12250000.0,20,412,2300000,1200000,3200000,500000,Approved,69
433,3,Not Graduate,No,14000000.0,65450000.0,20,619,8000000,8200000,17300000,4800000,Approved,54
434,0,Graduate,Yes,15750000.0,75250000.0,20,479,600000,3400000,22000000,5200000,Approved,48
435,3,Graduate,No,22000000.0,63350000.0,20,549,6400000,2100000,18500000,9400000,Approved,66
436,0,Not Graduate,No,21000000.0,72800000.0,20,440,5100000,8900000,32100000,10800000,Approved,66
437,3,Graduate,Yes,4000000.0,19950000.0,20,557,3300000,2700000,6200000,2300000,Approved,41
438,3,Not Graduate,Yes,11250000.0,39900000.0,20,300,8500000,6800000,9900000,4500000,Rejected,41
439,5,Not Graduate,No,16250000.0,64750000.0,20,741,13600000,3300000,23600000,7100000,Approved,46
440,3,Graduate,Yes,23750000.0,72100000.0,20,581,13400000,3800000,20700000,9200000,Approved,46
441,3,Not Graduate,No,11750000.0,58450000.0,20,625,4000000,1700000,17300000,3500000,Approved,50
442,5,Graduate,Yes,24000000.0,113400000.0,20,747,3500000,15400000,26800000,6200000,Approved,51
443,5,Graduate,No,20000000.0,93450000.0,20,644,8000000,14700000,29900000,7800000,Approved,65
444,2,Graduate,No,19250000.0,58450000.0,20,405,12900000,2900000,18100000,8500000,Approved,50
445,1,Not Graduate,Yes,9000000.0,36050000.0,20,386,6800000,500000,12200000,2700000,Rejected,41
446,2,Not Graduate,No,1750000.0,5950000.0,20,689,100000,700000,2000000,900000,Approved,61
447,0,Graduate,Yes,3500000.0,17850000.0,20,740,4100000,1900000,5200000,1900000,Approved,46
448,1,Graduate,Yes,21500000.0,97650000.0,20,300,12200000,14800000,27100000,7900000,Rejected,46
449,4,Graduate,No,11750000.0,54950000.0,20,718,3300000,2500000,13800000,4800000,Approved,41
450,3,Graduate,Yes,7250000.0,20300000.0,20,300,8400000,2600000,10100000,3100000,Rejected,44
451,4,Not Graduate,No,22500000.0,101500000.0,20,440,4600000,15600000,29200000,12300000,Approved,53
452,5,Graduate,Yes,1250000.0,3150000.0,20,468,1400000,600000,1200000,400000,Approved,66
453,2,Not Graduate,Yes,1750000.0,5950000.0,20,389,1400000,1000000,1900000,900000,Rejected,46
454,0,Graduate,No,17000000.0,94500000.0,20,300,17100000,7600000,21400000,9400000,Approved,68
455,2,Graduate,No,4500000.0,16450000.0,20,642,4500000,1200000,4100000,2200000,Approved,62
456,0,Not Graduate,No,15000000.0,43400000.0,20,458,3000000,2100000,17900000,6800000,Approved,59
457,4,Graduate,Yes,13500000.0,75250000.0,20,405,4300000,1500000,14300000,7500000,Approved,50
458,5,Graduate,Yes,21000000.0,61250000.0,20,470,15300000,13600000,26000000,5800000,Approved,44
459,0,Graduate,No,18500000.0,73150000.0,20,485,15600000,14000000,21000000,7200000,Approved,58
460,2,Graduate,No,8000000.0,43750000.0,20,307,6100000,2000000,8200000,4300000,Rejected,47
461,1,Graduate,Yes,13500000.0,74900000.0,20,300,2600000,1000000,19700000,6800000,Rejected,66
462,5,Graduate,Yes,2500000.0,8750000.0,20,735,2200000,100000,2300000,1100000,Approved,40
463,0,Graduate,No,11000000.0,51450000.0,20,488,4000000,2700000,14400000,2700000,Approved,48
464,1,Graduate,Yes,9500000.0,36750000.0,20,560,1800000,6200000,12500000,2500000,Approved,49
465,3,Not Graduate,Yes,15250000.0,73150000.0,20,320,500000,8500000,18000000,7500000,Rejected,57
466,5,Not Graduate,Yes,13750000.0,60550000.0,20,724,1000000,2900000,13700000,7900000,Approved,53
467,5,Not Graduate,Yes,1250000.0,6300000.0,20,300,1000000,500000,1300000,200000,Rejected,63
468,0,Not Graduate,Yes,750000.0,3850000.0,20,332,200000,100000,1100000,400000,Approved,65
469,1,Graduate,Yes,15500000.0,59150000.0,20,300,10600000,7500000,23700000,7600000,Rejected,66
470,0,Not Graduate,No,750000.0,3150000.0,20,300,0,400000,600000,200000,Rejected,69
471,0,Not Graduate,Yes,17250000.0,77350000.0,20,300,13600000,4600000,22000000,6900000,Rejected,60
472,4,Graduate,No,9250000.0,39900000.0,20,578,4200000,5800000,7300000,2300000,Approved,43
473,3,Not Graduate,Yes,22000000.0,100100000.0,20,625,5200000,5000000,32000000,9600000,Approved,61
474,5,Graduate,Yes,20500000.0,82250000.0,20,300,15100000,1500000,24300000,5800000,Rejected,69
475,1,Not Graduate,Yes,23000000.0,110250000.0,20,548,5300000,6100000,20400000,8300000,Approved,40
476,0,Not Graduate,No,6000000.0,27300000.0,20,515,5200000,2900000,6200000,2900000,Approved,48
477,4,Not Graduate,No,10250000.0,47250000.0,20,340,4700000,6200000,13900000,2000000,Rejected,40
478,1,Graduate,No,20000000.0,111650000.0,20,354,23800000,1500000,22100000,6000000,Rejected,54
479,3,Not Graduate,Yes,9000000.0,30100000.0,20,640,5400000,5900000,9800000,5200000,Approved,52
480,1,Not Graduate,Yes,1750000.0,9450000.0,20,519,100000,1000000,2600000,500000,Approved,52
